Event,Actual,Prior,Freq.,Date,Time,Surv(M),Std Dev,nn-surprise,Surprise,DateTime
Housing Starts MoM,-0.144,0.157,M,2014-09-18,07:30:00,-0.052,2.21,-0.092,-0.1193177502428089,2014-09-18 07:30:00
Initial Jobless Claims,293.0,280k,W,2014-09-25,07:30:00,296.0,6.86,-3.0,-0.1723437312904668,2014-09-25 07:30:00
GDP Annualized QoQ,0.046,0.042,Q,2014-09-26,07:30:00,0.046,0.22,0.0,0.0,2014-09-26 07:30:00
U. of Mich. Sentiment,84.6,84.6,M,2014-09-26,08:55:00,84.8,0.66,-0.20000000000000284,-0.07293430321965229,2014-09-26 08:55:00
ISM Manufacturing,56.6,59,M,2014-10-01,09:00:00,58.5,0.57,-1.8999999999999986,-1.0327172014016543,2014-10-01 09:00:00
Initial Jobless Claims,287.0,293k,W,2014-10-02,07:30:00,297.0,5.5,-10.0,-0.5752974434784897,2014-10-02 07:30:00
Change in Nonfarm Payrolls,248.0,142k,M,2014-10-03,07:30:00,215.0,20.82,33.0,0.5294600137550192,2014-10-03 07:30:00
Unemployment Rate,0.059,0.061,M,2014-10-03,07:30:00,0.061,0.05,-0.0020000000000000018,-0.00633821799907452,2014-10-03 07:30:00
Initial Jobless Claims,287.0,287k,W,2014-10-09,07:30:00,295.0,5.01,-8.0,-0.4610225511922918,2014-10-09 07:30:00
Retail Sales Ex Auto and Gas,-0.001,0.005,M,2014-10-15,07:30:00,0.004,0.21,-0.005,-0.007053995985344413,2014-10-15 07:30:00
PPI Ex Food and Energy MoM,0.0,0.001,M,2014-10-15,07:30:00,0.001,0.06,-0.001,-0.003170118433085175,2014-10-15 07:30:00
Initial Jobless Claims,264.0,287k,W,2014-10-16,07:30:00,290.0,5.58,-26.0,-1.4940499772139264,2014-10-16 07:30:00
Industrial Production MoM,0.01,-0.001,M,2014-10-16,08:15:00,0.004,0.12,0.006,0.019013415984021564,2014-10-16 08:15:00
Housing Starts MoM,0.063,-0.144,M,2014-10-17,07:30:00,0.054,2.62,0.009000000000000001,0.011763331923410773,2014-10-17 07:30:00
U. of Mich. Sentiment,86.4,84.6,M,2014-10-17,08:55:00,84.0,1.15,2.4000000000000057,0.876360509567139,2014-10-17 08:55:00
CPI Ex Food and Energy YoY,0.017,0.017,M,2014-10-22,07:30:00,0.017,0.05,0.0,0.0,2014-10-22 07:30:00
Initial Jobless Claims,283.0,264k,W,2014-10-23,07:30:00,281.0,7.7,2.0,0.11518002289833001,2014-10-23 07:30:00
Initial Jobless Claims,287.0,283k,W,2014-10-30,07:30:00,285.0,5,2.0,0.11543369312053973,2014-10-30 07:30:00
GDP Annualized QoQ,0.035,0.046,Q,2014-10-30,07:30:00,0.03,0.32,0.0050000000000000044,0.29163261581671196,2014-10-30 07:30:00
U. of Mich. Sentiment,86.9,86.4,M,2014-10-31,08:55:00,86.4,0.56,0.5,0.1842451384150972,2014-10-31 08:55:00
ISM Manufacturing,59.0,56.6,M,2014-11-03,09:00:00,56.1,0.68,2.8999999999999986,1.5622737195908314,2014-11-03 09:00:00
Initial Jobless Claims,278.0,287k,W,2014-11-06,07:30:00,285.0,4.84,-7.0,-0.4047585210614435,2014-11-06 07:30:00
Change in Nonfarm Payrolls,214.0,248k,M,2014-11-07,07:30:00,235.0,23.18,-21.0,-0.3400421437123471,2014-11-07 07:30:00
Unemployment Rate,0.058,0.059,M,2014-11-07,07:30:00,0.059,0.05,-0.000999999999999994,-0.003198951081559315,2014-11-07 07:30:00
Initial Jobless Claims,290.0,278k,W,2014-11-13,07:30:00,280.0,5.8,10.0,0.5791068282805344,2014-11-13 07:30:00
Retail Sales Ex Auto and Gas,0.006,-0.001,M,2014-11-14,07:30:00,0.004,0.18,0.002,0.0028442894692610695,2014-11-14 07:30:00
U. of Mich. Sentiment,89.4,86.9,M,2014-11-14,08:55:00,87.5,0.64,1.9000000000000057,0.7032171959123481,2014-11-14 08:55:00
Industrial Production MoM,-0.001,0.01,M,2014-11-17,08:15:00,0.002,0.15,-0.003,-0.009596037766552754,2014-11-17 08:15:00
PPI Ex Food and Energy MoM,0.004,0,M,2014-11-18,07:30:00,0.001,0.06,0.003,0.00960021345699464,2014-11-18 07:30:00
Housing Starts MoM,-0.028,0.063,M,2014-11-19,07:30:00,0.008,2.05,-0.036000000000000004,-0.0473974569275152,2014-11-19 07:30:00
CPI Ex Food and Energy YoY,0.018,0.017,M,2014-11-20,07:30:00,0.017,0.06,0.0009999999999999974,0.002606752671197345,2014-11-20 07:30:00
Initial Jobless Claims,291.0,290k,W,2014-11-20,07:30:00,284.0,5.72,7.0,0.40614137892053714,2014-11-20 07:30:00
GDP Annualized QoQ,0.039,0.035,Q,2014-11-25,07:30:00,0.033,0.17,0.005999999999999998,0.3590031032787638,2014-11-25 07:30:00
Initial Jobless Claims,313.0,291k,W,2014-11-26,07:30:00,288.0,4.34,25.0,1.4472011086950458,2014-11-26 07:30:00
U. of Mich. Sentiment,88.8,89.4,M,2014-11-26,08:55:00,90.0,0.61,-1.2000000000000028,-0.4477345590377481,2014-11-26 08:55:00
ISM Manufacturing,58.7,59,M,2014-12-01,09:00:00,58.0,1,0.7000000000000028,0.3806113751299014,2014-12-01 09:00:00
Initial Jobless Claims,297.0,313k,W,2014-12-04,07:30:00,295.0,6.41,2.0,0.116031489672492,2014-12-04 07:30:00
Change in Nonfarm Payrolls,321.0,214k,M,2014-12-05,07:30:00,230.0,23.07,91.0,1.4533257618835607,2014-12-05 07:30:00
Unemployment Rate,0.058,0.058,M,2014-12-05,07:30:00,0.058,0.06,0.0,0.0,2014-12-05 07:30:00
Retail Sales Ex Auto and Gas,0.006,0.006,M,2014-12-11,07:30:00,0.005,0.14,0.001,0.0014336173180345935,2014-12-11 07:30:00
Initial Jobless Claims,294.0,297k,W,2014-12-11,07:30:00,297.0,8.19,-3.0,-0.17441896583799182,2014-12-11 07:30:00
PPI Ex Food and Energy MoM,0.0,0.004,M,2014-12-12,07:30:00,0.001,0.08,-0.001,-0.0032301977727331385,2014-12-12 07:30:00
U. of Mich. Sentiment,93.8,88.8,M,2014-12-12,08:55:00,89.5,0.92,4.299999999999997,1.580259743985936,2014-12-12 08:55:00
Industrial Production MoM,0.013,-0.001,M,2014-12-15,08:15:00,0.007,0.23,0.005999999999999999,0.019374136825710635,2014-12-15 08:15:00
Housing Starts MoM,-0.016,-0.028,M,2014-12-16,07:30:00,0.031,2.69,-0.047,-0.062327582485566954,2014-12-16 07:30:00
CPI Ex Food and Energy YoY,0.017,0.018,M,2014-12-17,07:30:00,0.018,0.06,-0.0009999999999999974,-0.002630946028041262,2014-12-17 07:30:00
Initial Jobless Claims,289.0,294k,W,2014-12-18,07:30:00,295.0,4.69,-6.0,-0.3495060447070372,2014-12-18 07:30:00
GDP Annualized QoQ,0.05,0.039,Q,2014-12-23,07:30:00,0.043,0.2,0.007000000000000006,0.4292433476730701,2014-12-23 07:30:00
U. of Mich. Sentiment,93.6,93.8,M,2014-12-23,08:55:00,93.5,0.92,0.09999999999999432,0.03710490769600226,2014-12-23 08:55:00
Initial Jobless Claims,280.0,289k,W,2014-12-24,07:30:00,290.0,5.28,-10.0,-0.5833333405323298,2014-12-24 07:30:00
Initial Jobless Claims,298.0,280k,W,2014-12-31,07:30:00,290.0,7.06,8.0,0.46749939604556795,2014-12-31 07:30:00
ISM Manufacturing,55.5,58.7,M,2015-01-02,09:00:00,57.5,0.87,-2.0,-1.0816881283274598,2015-01-02 09:00:00
Initial Jobless Claims,294.0,298k,W,2015-01-08,07:30:00,290.0,4,4.0,0.2342465491929506,2015-01-08 07:30:00
Change in Nonfarm Payrolls,252.0,321k,M,2015-01-09,07:30:00,240.0,27.34,12.0,0.19335183261305425,2015-01-09 07:30:00
Unemployment Rate,0.056,0.058,M,2015-01-09,07:30:00,0.057,0.05,-0.0010000000000000009,-0.003259560208644433,2015-01-09 07:30:00
Retail Sales Ex Auto and Gas,-0.003,0.006,M,2015-01-14,07:30:00,0.005,0.17,-0.008,-0.011560713779263663,2015-01-14 07:30:00
PPI Ex Food and Energy MoM,0.003,0,M,2015-01-15,07:30:00,0.001,0.09,0.002,0.0065214369263969785,2015-01-15 07:30:00
Initial Jobless Claims,316.0,294k,W,2015-01-15,07:30:00,290.0,9.07,26.0,1.5184782537317372,2015-01-15 07:30:00
CPI Ex Food and Energy YoY,0.016,0.017,M,2015-01-16,07:30:00,0.017,0.07,-0.0010000000000000009,-0.0026553843924172872,2015-01-16 07:30:00
Industrial Production MoM,-0.001,0.013,M,2015-01-16,08:15:00,-0.001,0.27,0.0,0.0,2015-01-16 08:15:00
U. of Mich. Sentiment,98.2,93.6,M,2015-01-16,09:00:00,94.1,1.24,4.1000000000000085,1.5033519306304446,2015-01-16 09:00:00
Housing Starts MoM,0.044,-0.016,M,2015-01-21,07:30:00,0.012,1.97,0.032,0.04278282631092022,2015-01-21 07:30:00
Initial Jobless Claims,307.0,316k,W,2015-01-22,07:30:00,300.0,7.16,7.0,0.4096007795507453,2015-01-22 07:30:00
Initial Jobless Claims,265.0,307k,W,2015-01-29,07:30:00,300.0,8.46,-35.0,-2.0332383041242066,2015-01-29 07:30:00
GDP Annualized QoQ,0.026,0.05,Q,2015-01-30,07:30:00,0.03,0.34,-0.004,-0.25193845413429533,2015-01-30 07:30:00
U. of Mich. Sentiment,98.1,98.2,M,2015-01-30,09:00:00,98.2,0.51,-0.10000000000000853,-0.03702079092808291,2015-01-30 09:00:00
ISM Manufacturing,53.5,55.5,M,2015-02-02,09:00:00,54.5,0.76,-1.0,-0.5435761234023299,2015-02-02 09:00:00
Initial Jobless Claims,278.0,265k,W,2015-02-05,07:30:00,290.0,9.4,-12.0,-0.6978634770318,2015-02-05 07:30:00
Change in Nonfarm Payrolls,257.0,252k,M,2015-02-06,07:30:00,228.0,19.95,29.0,0.4704168920130284,2015-02-06 07:30:00
Unemployment Rate,0.057,0.056,M,2015-02-06,07:30:00,0.056,0.06,0.0010000000000000009,0.0032903645511044807,2015-02-06 07:30:00
Retail Sales Ex Auto and Gas,0.002,-0.003,M,2015-02-12,07:30:00,0.004,0.23,-0.002,-0.0029136075436505204,2015-02-12 07:30:00
Initial Jobless Claims,304.0,278k,W,2015-02-12,07:30:00,287.0,6.53,17.0,0.9887909586684009,2015-02-12 07:30:00
U. of Mich. Sentiment,93.6,98.1,M,2015-02-13,09:00:00,98.1,0.9,-4.5,-1.6391886828918372,2015-02-13 09:00:00
Housing Starts MoM,-0.02,0.044,M,2015-02-18,07:30:00,-0.017,1.98,-0.002999999999999999,-0.004042348702604358,2015-02-18 07:30:00
PPI Ex Food and Energy MoM,-0.001,0.003,M,2015-02-18,07:30:00,0.001,0.08,-0.002,-0.006582827802495145,2015-02-18 07:30:00
Industrial Production MoM,0.002,-0.001,M,2015-02-18,08:15:00,0.003,0.2,-0.001,-0.0032902276158675863,2015-02-18 08:15:00
Initial Jobless Claims,283.0,304k,W,2015-02-19,07:30:00,290.0,8.76,-7.0,-0.4078876874270706,2015-02-19 07:30:00
CPI Ex Food and Energy YoY,0.016,0.016,M,2015-02-26,07:30:00,0.016,0.06,0.0,0.0,2015-02-26 07:30:00
Initial Jobless Claims,313.0,283k,W,2015-02-26,07:30:00,290.0,7.54,23.0,1.3380605136040302,2015-02-26 07:30:00
GDP Annualized QoQ,0.022,0.026,Q,2015-02-27,07:30:00,0.02,0.19,0.0019999999999999983,0.1296230283897633,2015-02-27 07:30:00
U. of Mich. Sentiment,95.4,93.6,M,2015-02-27,09:00:00,94.0,0.7,1.4000000000000057,0.5135816067547679,2015-02-27 09:00:00
ISM Manufacturing,52.9,53.5,M,2015-03-02,09:00:00,53.0,0.93,-0.10000000000000142,-0.054862325006214505,2015-03-02 09:00:00
Initial Jobless Claims,320.0,313k,W,2015-03-05,07:30:00,295.0,7.89,25.0,1.4511436806990199,2015-03-05 07:30:00
Change in Nonfarm Payrolls,295.0,257k,M,2015-03-06,07:30:00,235.0,25.3,60.0,0.9726305297757292,2015-03-06 07:30:00
Unemployment Rate,0.055,0.057,M,2015-03-06,07:30:00,0.056,0.05,-0.0010000000000000009,-0.0033214107674007236,2015-03-06 07:30:00
Retail Sales Ex Auto and Gas,-0.002,0.002,M,2015-03-12,07:30:00,0.003,0.16,-0.005,-0.007343075574833145,2015-03-12 07:30:00
Initial Jobless Claims,289.0,320k,W,2015-03-12,07:30:00,305.0,8.38,-16.0,-0.9288999118914886,2015-03-12 07:30:00
PPI Ex Food and Energy MoM,-0.005,-0.001,M,2015-03-13,07:30:00,0.001,0.08,-0.006,-0.019933651851562907,2015-03-13 07:30:00
U. of Mich. Sentiment,91.2,95.4,M,2015-03-13,09:00:00,95.5,1.18,-4.299999999999997,-1.5570813564754733,2015-03-13 09:00:00
Industrial Production MoM,0.001,0.002,M,2015-03-16,08:15:00,0.002,0.17,-0.001,-0.0033212709050705023,2015-03-16 08:15:00
Housing Starts MoM,-0.17,-0.02,M,2015-03-17,07:30:00,-0.024,2.18,-0.14600000000000002,-0.19790086728434197,2015-03-17 07:30:00
Initial Jobless Claims,291.0,289k,W,2015-03-19,07:30:00,293.0,7.24,-2.0,-0.11636527994524491,2015-03-19 07:30:00
CPI Ex Food and Energy YoY,0.017,0.016,M,2015-03-24,07:30:00,0.017,0.05,0.0,0.0,2015-03-24 07:30:00
Initial Jobless Claims,282.0,291k,W,2015-03-26,07:30:00,290.0,5.77,-8.0,-0.46624480625678705,2015-03-26 07:30:00
GDP Annualized QoQ,0.022,0.022,Q,2015-03-27,07:30:00,0.024,0.13,-0.0020000000000000018,-0.13333324947023906,2015-03-27 07:30:00
U. of Mich. Sentiment,93.0,91.2,M,2015-03-27,09:00:00,92.0,0.69,1.0,0.36507832920709743,2015-03-27 09:00:00
ISM Manufacturing,51.5,52.9,M,2015-04-01,09:00:00,52.5,0.94,-1.0,-0.5514473374248443,2015-04-01 09:00:00
Initial Jobless Claims,268.0,282k,W,2015-04-02,07:30:00,286.0,6.25,-18.0,-1.048708170521807,2015-04-02 07:30:00
Change in Nonfarm Payrolls,126.0,295k,M,2015-04-03,07:30:00,245.0,22.98,-119.0,-1.8870879324285958,2015-04-03 07:30:00
Unemployment Rate,0.055,0.055,M,2015-04-03,07:30:00,0.055,0.05,0.0,0.0,2015-04-03 07:30:00
Initial Jobless Claims,281.0,268k,W,2015-04-09,07:30:00,283.0,8.36,-2.0,-0.11677733509779385,2015-04-09 07:30:00
Retail Sales Ex Auto and Gas,0.005,-0.002,M,2015-04-14,07:30:00,0.006,0.23,-0.001,-0.001480637868543662,2015-04-14 07:30:00
PPI Ex Food and Energy MoM,0.002,-0.005,M,2015-04-14,07:30:00,0.001,0.12,0.001,0.003353684699112703,2015-04-14 07:30:00
Industrial Production MoM,-0.006,0.001,M,2015-04-15,08:15:00,-0.003,0.3,-0.003,-0.010057666909612434,2015-04-15 08:15:00
Housing Starts MoM,0.02,-0.17,M,2015-04-16,07:30:00,0.159,4.49,-0.139,-0.18957493254056118,2015-04-16 07:30:00
Initial Jobless Claims,294.0,281k,W,2015-04-16,07:30:00,280.0,6.5,14.0,0.8181165462058481,2015-04-16 07:30:00
CPI Ex Food and Energy YoY,0.018,0.017,M,2015-04-17,07:30:00,0.017,0.04,0.0009999999999999974,0.0027302975317314787,2015-04-17 07:30:00
U. of Mich. Sentiment,95.9,93,M,2015-04-17,09:00:00,94.0,1.28,1.9000000000000057,0.6969807847077141,2015-04-17 09:00:00
Initial Jobless Claims,295.0,294k,W,2015-04-23,07:30:00,287.0,5.78,8.0,0.4683326869245803,2015-04-23 07:30:00
GDP Annualized QoQ,0.002,0.022,Q,2015-04-29,07:30:00,0.01,0.34,-0.008,-0.5445627131777862,2015-04-29 07:30:00
Initial Jobless Claims,262.0,295k,W,2015-04-30,07:30:00,290.0,5.05,-28.0,-1.6328356449145272,2015-04-30 07:30:00
ISM Manufacturing,51.5,51.5,M,2015-05-01,09:00:00,52.0,0.7,-0.5,-0.27795599838019003,2015-05-01 09:00:00
U. of Mich. Sentiment,95.9,95.9,M,2015-05-01,09:00:00,96.0,0.57,-0.09999999999999432,-0.03703786753205983,2015-05-01 09:00:00
Initial Jobless Claims,265.0,262k,W,2015-05-07,07:30:00,278.0,7.68,-13.0,-0.7587761257528224,2015-05-07 07:30:00
Change in Nonfarm Payrolls,223.0,126k,M,2015-05-08,07:30:00,228.0,30.23,-5.0,-0.08005624553574797,2015-05-08 07:30:00
Unemployment Rate,0.054,0.055,M,2015-05-08,07:30:00,0.054,0.05,0.0,0.0,2015-05-08 07:30:00
Retail Sales Ex Auto and Gas,0.002,0.005,M,2015-05-13,07:30:00,0.006,0.16,-0.004,-0.005971033692394766,2015-05-13 07:30:00
PPI Ex Food and Energy MoM,-0.002,0.002,M,2015-05-14,07:30:00,0.001,0.07,-0.003,-0.010155814552730971,2015-05-14 07:30:00
Initial Jobless Claims,264.0,265k,W,2015-05-14,07:30:00,273.0,5.66,-9.0,-0.526134503194008,2015-05-14 07:30:00
Industrial Production MoM,-0.003,-0.006,M,2015-05-15,08:15:00,0.0,0.26,-0.003,-0.010152455128711975,2015-05-15 08:15:00
U. of Mich. Sentiment,88.6,95.9,M,2015-05-15,09:00:00,95.9,1.23,-7.300000000000011,-2.5620467396652473,2015-05-15 09:00:00
Housing Starts MoM,0.202,0.02,M,2015-05-19,07:30:00,0.096,3.75,0.10600000000000001,0.1458680117324753,2015-05-19 07:30:00
Initial Jobless Claims,274.0,264k,W,2015-05-21,07:30:00,270.0,5.15,4.0,0.2343326047218116,2015-05-21 07:30:00
CPI Ex Food and Energy YoY,0.018,0.018,M,2015-05-22,07:30:00,0.017,0.05,0.0009999999999999974,0.002755791177785415,2015-05-22 07:30:00
Initial Jobless Claims,282.0,274k,W,2015-05-28,07:30:00,270.0,4.63,12.0,0.703826172408187,2015-05-28 07:30:00
GDP Annualized QoQ,-0.007,0.002,Q,2015-05-29,07:30:00,-0.009,0.27,0.001999999999999999,0.14004926558856332,2015-05-29 07:30:00
U. of Mich. Sentiment,90.7,88.6,M,2015-05-29,09:00:00,89.5,1.65,1.2000000000000028,0.4243076027135752,2015-05-29 09:00:00
ISM Manufacturing,52.8,51.5,M,2015-06-01,09:00:00,52.0,0.59,0.7999999999999972,0.4486073929980299,2015-06-01 09:00:00
Initial Jobless Claims,276.0,282k,W,2015-06-04,07:30:00,278.0,7.23,-2.0,-0.1175605147492242,2015-06-04 07:30:00
Change in Nonfarm Payrolls,280.0,223k,M,2015-06-05,07:30:00,226.0,24.52,54.0,0.8655471958992033,2015-06-05 07:30:00
Unemployment Rate,0.055,0.054,M,2015-06-05,07:30:00,0.054,0.05,0.0010000000000000009,0.003416540575422603,2015-06-05 07:30:00
Retail Sales Ex Auto and Gas,0.007,0.002,M,2015-06-11,07:30:00,0.005,0.13,0.002,0.003010249056185783,2015-06-11 07:30:00
Initial Jobless Claims,279.0,276k,W,2015-06-11,07:30:00,275.0,4.6,4.0,0.23561930275329543,2015-06-11 07:30:00
PPI Ex Food and Energy MoM,0.001,-0.002,M,2015-06-12,07:30:00,0.001,0.11,0.0,0.0,2015-06-12 07:30:00
U. of Mich. Sentiment,94.6,90.7,M,2015-06-12,09:00:00,91.2,1.35,3.3999999999999915,1.196332147901627,2015-06-12 09:00:00
Industrial Production MoM,-0.002,-0.003,M,2015-06-15,08:15:00,0.002,0.14,-0.004,-0.013664107620049623,2015-06-15 08:15:00
Housing Starts MoM,-0.111,0.202,M,2015-06-16,07:30:00,-0.04,2.36,-0.07100000000000001,-0.09841060465178678,2015-06-16 07:30:00
CPI Ex Food and Energy YoY,0.017,0.018,M,2015-06-18,07:30:00,0.018,0.06,-0.0009999999999999974,-0.0027814867895299407,2015-06-18 07:30:00
Initial Jobless Claims,267.0,279k,W,2015-06-18,07:30:00,277.0,4.2,-10.0,-0.589878273338624,2015-06-18 07:30:00
GDP Annualized QoQ,-0.002,-0.007,Q,2015-06-24,07:30:00,-0.002,0.16,0.0,0.0,2015-06-24 07:30:00
Initial Jobless Claims,271.0,267k,W,2015-06-25,07:30:00,273.0,4.91,-2.0,-0.11823338243959687,2015-06-25 07:30:00
U. of Mich. Sentiment,96.1,94.6,M,2015-06-26,09:00:00,94.6,0.5,1.5,0.531360949845834,2015-06-26 09:00:00
ISM Manufacturing,53.5,52.8,M,2015-07-01,09:00:00,53.2,0.52,0.29999999999999716,0.16985325451784936,2015-07-01 09:00:00
Change in Nonfarm Payrolls,223.0,280k,M,2015-07-02,07:30:00,233.0,23.87,-10.0,-0.16182651924687144,2015-07-02 07:30:00
Unemployment Rate,0.053,0.055,M,2015-07-02,07:30:00,0.054,0.05,-0.0010000000000000009,-0.0034488363784204415,2015-07-02 07:30:00
Initial Jobless Claims,281.0,271k,W,2015-07-02,07:30:00,270.0,4.66,11.0,0.6511504272471969,2015-07-02 07:30:00
Initial Jobless Claims,297.0,281k,W,2015-07-09,07:30:00,275.0,5.93,22.0,1.3004718030778861,2015-07-09 07:30:00
Retail Sales Ex Auto and Gas,-0.002,0.007,M,2015-07-14,07:30:00,0.004,0.12,-0.006,-0.009105042000500966,2015-07-14 07:30:00
PPI Ex Food and Energy MoM,0.003,0.001,M,2015-07-15,07:30:00,0.001,0.06,0.002,0.006899321645886351,2015-07-15 07:30:00
Industrial Production MoM,0.003,-0.002,M,2015-07-15,08:15:00,0.002,0.17,0.001,0.0034483890022581325,2015-07-15 08:15:00
Initial Jobless Claims,281.0,297k,W,2015-07-16,07:30:00,285.0,7.03,-4.0,-0.23693993944045658,2015-07-16 07:30:00
Housing Starts MoM,0.098,-0.111,M,2015-07-17,07:30:00,0.067,3.39,0.031,0.04333060091273344,2015-07-17 07:30:00
CPI Ex Food and Energy YoY,0.018,0.017,M,2015-07-17,07:30:00,0.018,0.05,0.0,0.0,2015-07-17 07:30:00
U. of Mich. Sentiment,93.3,96.1,M,2015-07-17,09:00:00,96.0,1.25,-2.700000000000003,-0.957851856505601,2015-07-17 09:00:00
Initial Jobless Claims,255.0,281k,W,2015-07-23,07:30:00,278.0,6.61,-23.0,-1.3596915917278156,2015-07-23 07:30:00
GDP Annualized QoQ,0.023,-0.002,Q,2015-07-30,07:30:00,0.025,0.43,-0.0020000000000000018,-0.14829879108077787,2015-07-30 07:30:00
Initial Jobless Claims,267.0,255k,W,2015-07-30,07:30:00,270.0,6.42,-3.0,-0.1777308076147272,2015-07-30 07:30:00
U. of Mich. Sentiment,93.1,93.3,M,2015-07-31,09:00:00,94.0,0.73,-0.9000000000000057,-0.3221315421406177,2015-07-31 09:00:00
ISM Manufacturing,52.7,53.5,M,2015-08-03,09:00:00,53.5,0.53,-0.7999999999999972,-0.45584796212117074,2015-08-03 09:00:00
Initial Jobless Claims,270.0,267k,W,2015-08-06,07:30:00,272.0,3.92,-2.0,-0.11874602596330663,2015-08-06 07:30:00
Change in Nonfarm Payrolls,215.0,223k,M,2015-08-07,07:30:00,225.0,21.82,-10.0,-0.1633815209471091,2015-08-07 07:30:00
Unemployment Rate,0.053,0.053,M,2015-08-07,07:30:00,0.053,0.06,0.0,0.0,2015-08-07 07:30:00
Retail Sales Ex Auto and Gas,0.004,-0.002,M,2015-08-13,07:30:00,0.004,0.17,0.0,0.0,2015-08-13 07:30:00
Initial Jobless Claims,274.0,270k,W,2015-08-13,07:30:00,270.0,4.14,4.0,0.23799424875643269,2015-08-13 07:30:00
PPI Ex Food and Energy MoM,0.003,0.003,M,2015-08-14,07:30:00,0.001,0.06,0.002,0.006964733445546373,2015-08-14 07:30:00
Industrial Production MoM,0.006,0.003,M,2015-08-14,08:15:00,0.003,0.17,0.003,0.010443402721665376,2015-08-14 08:15:00
U. of Mich. Sentiment,92.9,93.1,M,2015-08-14,09:00:00,93.5,1.32,-0.5999999999999943,-0.21677141234136685,2015-08-14 09:00:00
Housing Starts MoM,0.002,0.098,M,2015-08-18,07:30:00,0.005,4.74,-0.003,-0.004227349245365514,2015-08-18 07:30:00
CPI Ex Food and Energy YoY,0.018,0.018,M,2015-08-19,07:30:00,0.018,0.05,0.0,0.0,2015-08-19 07:30:00
Initial Jobless Claims,277.0,274k,W,2015-08-20,07:30:00,271.0,4.08,6.0,0.35769357091906645,2015-08-20 07:30:00
GDP Annualized QoQ,0.037,0.023,Q,2015-08-27,07:30:00,0.032,0.25,0.0049999999999999975,0.38014401287138083,2015-08-27 07:30:00
Initial Jobless Claims,271.0,277k,W,2015-08-27,07:30:00,274.0,3.57,-3.0,-0.17922930571397633,2015-08-27 07:30:00
U. of Mich. Sentiment,91.9,92.9,M,2015-08-28,09:00:00,93.0,0.89,-1.0999999999999943,-0.4007956899165924,2015-08-28 09:00:00
ISM Manufacturing,51.1,52.7,M,2015-09-01,09:00:00,52.5,0.6,-1.3999999999999986,-0.7991067136471671,2015-09-01 09:00:00
Initial Jobless Claims,282.0,271k,W,2015-09-03,07:30:00,275.0,2.66,7.0,0.4189827978208768,2015-09-03 07:30:00
Change in Nonfarm Payrolls,173.0,215k,M,2015-09-04,07:30:00,217.0,22.46,-44.0,-0.7230908869205003,2015-09-04 07:30:00
Unemployment Rate,0.051,0.053,M,2015-09-04,07:30:00,0.052,0.06,-0.0010000000000000009,-0.003514424627590627,2015-09-04 07:30:00
Initial Jobless Claims,275.0,282k,W,2015-09-10,07:30:00,275.0,4.07,0.0,0.0,2015-09-10 07:30:00
PPI Ex Food and Energy MoM,0.003,0.003,M,2015-09-11,07:30:00,0.001,0.07,0.002,0.007030791487461866,2015-09-11 07:30:00
U. of Mich. Sentiment,85.7,91.9,M,2015-09-11,09:00:00,91.1,1.91,-5.3999999999999915,-1.9217845622988665,2015-09-11 09:00:00
Retail Sales Ex Auto and Gas,0.003,0.004,M,2015-09-15,07:30:00,0.004,0.16,-0.001,-0.0015429039248107046,2015-09-15 07:30:00
Industrial Production MoM,-0.004,0.006,M,2015-09-15,08:15:00,-0.002,0.21,-0.002,-0.007028074168064333,2015-09-15 08:15:00
CPI Ex Food and Energy YoY,0.018,0.018,M,2015-09-16,07:30:00,0.019,0.04,-0.0010000000000000009,-0.002860190331122102,2015-09-16 07:30:00
Housing Starts MoM,-0.03,0.002,M,2015-09-17,07:30:00,-0.038,2.66,0.008,0.011366187327199394,2015-09-17 07:30:00
Initial Jobless Claims,264.0,275k,W,2015-09-17,07:30:00,275.0,5.05,-11.0,-0.6606624634347774,2015-09-17 07:30:00
Initial Jobless Claims,267.0,264k,W,2015-09-24,07:30:00,272.0,4.15,-5.0,-0.3009028093836936,2015-09-24 07:30:00
GDP Annualized QoQ,0.039,0.037,Q,2015-09-25,07:30:00,0.037,0.15,0.0020000000000000018,0.1564301354215034,2015-09-25 07:30:00
U. of Mich. Sentiment,87.2,85.7,M,2015-09-25,09:00:00,86.5,1.46,0.7000000000000028,0.251263993712363,2015-09-25 09:00:00
Initial Jobless Claims,277.0,267k,W,2015-10-01,07:30:00,271.0,4.42,6.0,0.36179034157174667,2015-10-01 07:30:00
ISM Manufacturing,50.2,51.1,M,2015-10-01,09:00:00,50.6,0.53,-0.3999999999999986,-0.23028136289044582,2015-10-01 09:00:00
Change in Nonfarm Payrolls,142.0,173k,M,2015-10-02,07:30:00,200.0,21.84,-58.0,-0.9558131628926092,2015-10-02 07:30:00
Unemployment Rate,0.051,0.051,M,2015-10-02,07:30:00,0.051,0.05,0.0,0.0,2015-10-02 07:30:00
Initial Jobless Claims,263.0,277k,W,2015-10-08,07:30:00,274.0,4.31,-11.0,-0.6640822536677673,2015-10-08 07:30:00
